Designator,Mid X,Mid Y,Rotation,Layer
C1,83.3,-76.852651,270.0,top
D1,89.2,-68.2,90.0,top
D2,92.1,-68.2,90.0,top
F1,88.4,-71.7,0.0,top
FB1,92.8,-71.7,0.0,top
J1,92.725,-76.65,0.0,top
J2,95.1,-76.94,0.0,top
